custid,age,gender,ms,child,zone,bad
1930,3,1,1,1,9,0
1931,3,2,2,2,19,1
1932,3,2,1,1,4,0
1933,2,1,2,1,12,0
1934,3,1,2,1,4,0
1935,1,2,1,1,7,0
1936,3,2,1,1,11,0
1937,3,2,1,1,16,0
1938,1,1,1,1,5,1
1939,1,1,2,1,11,0
1940,3,1,2,2,20,0
1941,1,2,1,1,3,0
1942,2,2,1,1,9,0
1943,3,2,1,1,5,0
1944,3,2,1,1,8,0
1945,2,2,1,1,10,0
1946,2,1,1,1,19,0
1947,2,2,2,2,17,0
1948,2,1,2,2,6,0
1949,1,1,2,1,8,0
1950,3,2,1,1,3,0
1951,1,2,1,1,18,0
1952,3,2,1,1,15,0
1953,3,2,1,1,10,0
1954,2,1,2,1,9,0
1955,2,2,2,1,15,0
1956,1,2,1,1,18,0
1957,2,1,1,1,13,0
1958,3,1,1,1,3,0
1959,3,1,1,1,10,1
1960,1,2,1,1,3,0
1961,3,1,2,2,4,0
1962,1,2,2,1,2,0
1963,2,1,2,2,10,0
1964,3,1,2,2,20,0
1965,3,1,1,1,5,1
1966,1,1,1,1,16,1
1967,3,2,1,1,5,0
1968,3,1,2,2,16,0
1969,1,1,1,1,2,1
1970,3,2,1,1,4,0
1971,3,2,1,1,10,0
1972,3,2,1,1,15,0
1973,3,1,1,1,13,0
1974,3,2,1,1,14,0
1975,1,2,1,1,10,0
1976,2,1,1,1,11,0
1977,1,1,2,1,18,0
1978,1,2,2,1,1,0
1979,1,1,2,2,1,0
1980,1,2,2,2,10,0
1981,1,2,2,1,3,0
1982,3,1,1,1,15,0
1983,1,2,2,2,8,0
1984,2,1,1,1,2,0
1985,1,2,1,1,4,0
1986,2,1,2,2,13,0
1987,1,2,1,1,14,0
1988,3,1,2,1,17,0
1989,1,2,2,2,5,0
1990,3,2,2,2,2,1
1991,2,1,1,1,8,0
1992,3,1,1,1,1,0
1993,2,1,1,1,13,0
1994,2,2,1,1,17,0
1995,2,1,1,1,16,0
1996,3,1,2,2,9,0
1997,2,1,2,1,5,0
1998,3,1,2,2,11,0
1999,3,2,1,1,3,0
2000,1,2,2,2,17,0
2001,1,1,1,1,13,0
2002,1,1,1,1,4,0
2003,2,1,1,1,11,0
2004,1,1,2,2,7,0
2005,1,1,1,1,14,1
2006,1,1,1,1,8,0
2007,1,2,1,1,8,0
2008,2,1,1,1,10,0
2009,2,1,2,1,12,0
2010,1,1,2,2,14,0
2011,1,1,1,1,8,1
2012,3,2,2,1,7,0
2013,3,1,1,1,12,1
2014,2,1,1,1,5,0
2015,1,1,2,2,1,0
2016,1,1,2,2,9,0
2017,2,2,2,2,3,0
2018,3,2,1,1,5,1
2019,3,1,1,1,8,1
2020,3,2,2,2,7,0
2021,2,1,2,1,10,0
2022,1,1,2,1,20,0
2023,3,1,2,1,4,0
2024,2,2,1,1,18,0
2025,1,1,1,1,7,0
2026,2,1,1,1,17,0
2027,3,1,1,1,7,0
2028,1,1,1,1,9,0
2029,1,1,1,1,10,0
2030,1,2,2,2,17,0
2031,3,2,1,1,5,0
2032,3,2,1,1,3,0
2033,1,2,2,2,9,0
2034,3,2,2,2,10,0
2035,2,2,1,1,10,0
2036,2,2,2,1,9,0
2037,1,2,1,1,1,0
2038,3,1,1,1,10,1
2039,1,1,1,1,15,0
2040,1,1,2,1,9,0
2041,2,1,2,1,3,0
2042,1,2,2,1,15,0
2043,3,1,2,1,9,0
2044,3,1,2,2,20,0
2045,1,2,1,1,7,0
2046,1,1,1,1,15,0
2047,2,2,1,1,14,0
2048,3,2,2,2,2,0
2049,2,2,1,1,20,0
2050,1,2,2,2,11,0
2051,3,2,2,1,11,1
2052,1,1,1,1,16,0
2053,1,1,2,2,5,0
2054,3,2,1,1,1,1
2055,2,1,1,1,4,0
2056,3,1,1,1,8,0
2057,2,2,2,1,8,0
2058,3,2,2,2,8,0
2059,3,2,1,1,20,0
2060,3,2,2,2,14,0
2061,2,1,2,2,14,0
2062,3,2,2,1,2,1
2063,3,1,1,1,19,0
2064,3,2,2,1,7,0
2065,1,2,1,1,2,0
2066,2,2,2,2,5,0
2067,1,1,1,1,20,0
2068,3,2,1,1,11,0
2069,3,2,2,2,2,0
2070,2,1,2,1,4,0
2071,3,2,1,1,7,0
2072,1,1,2,2,8,0
2073,2,1,1,1,11,0
2074,2,1,2,2,12,0
2075,2,2,1,1,11,0
2076,3,2,2,2,4,0
2077,3,1,2,2,1,0
2078,1,1,2,2,14,1
2079,2,1,1,1,10,0
2080,3,1,2,1,6,0
2081,1,2,1,1,4,0
2082,2,2,1,1,15,1
2083,1,1,1,1,17,0
2084,2,2,1,1,1,0
2085,1,2,1,1,16,0
2086,1,1,2,1,9,0
2087,2,2,2,2,19,0
2088,2,2,1,1,7,1
2089,3,2,2,2,12,0
2090,1,1,2,1,8,0
2091,2,1,1,1,18,0
2092,1,2,1,1,15,0
2093,3,1,1,1,17,0
2094,2,2,2,1,17,0
2095,3,1,2,1,7,0
2096,2,2,1,1,4,1
2097,1,1,2,2,16,0
2098,3,2,2,2,14,0
2099,3,2,1,1,11,0
2100,1,2,1,1,15,0
2101,3,1,2,2,9,0
2102,3,1,2,1,1,0
2103,3,2,1,1,9,0
2104,2,1,2,1,19,0
2105,1,2,1,1,17,1
2106,2,1,2,2,5,0
2107,1,2,2,1,1,0
2108,2,1,1,1,14,0
2109,2,1,1,1,11,0
2110,1,1,1,1,15,0
2111,2,2,1,1,16,0
2112,2,1,2,2,8,0
2113,2,2,2,2,2,0
2114,1,1,2,1,19,0
2115,1,2,2,2,13,0
2116,3,2,1,1,10,1
2117,3,1,2,2,12,1
2118,3,2,2,1,17,0
2119,1,2,2,2,9,0
2120,2,1,1,1,7,0
2121,2,1,2,2,14,0
2122,2,1,2,1,15,0
2123,3,1,2,1,12,0
2124,3,1,2,2,11,0
2125,3,2,1,1,8,1
2126,1,1,1,1,4,0
2127,1,2,2,2,11,0
2128,2,2,1,1,16,0
2129,2,1,1,1,4,0
2130,1,1,2,1,6,0
2131,2,1,2,2,17,0
2132,3,2,2,1,1,0
2133,1,2,2,2,3,0
2134,3,1,1,1,4,0
2135,2,1,2,1,5,0
2136,2,1,1,1,5,0
2137,3,1,2,2,16,0
2138,1,2,2,1,16,0
2139,2,2,1,1,7,0
2140,3,1,1,1,13,0
2141,2,1,2,1,19,0
2142,2,1,2,2,6,0
2143,1,1,1,1,1,0
2144,1,1,2,1,14,0
2145,1,1,2,1,7,0
2146,3,1,1,1,13,0
2147,1,2,1,1,14,0
2148,1,2,1,1,3,0
2149,3,2,1,1,4,0
2150,1,2,2,1,13,0
2151,3,2,2,1,1,0
2152,1,2,2,2,4,0
2153,1,1,2,1,3,0
2154,2,1,2,1,20,0
2155,3,1,1,1,16,0
2156,3,2,2,1,7,0
2157,3,2,1,1,15,0
2158,2,1,1,1,9,0
2159,3,1,1,1,2,0
2160,2,2,2,1,8,0
2161,3,2,1,1,10,0
2162,3,1,2,2,8,0
2163,2,2,2,1,3,0
2164,2,1,2,1,11,0
2165,1,1,1,1,9,0
2166,3,1,2,2,2,0
2167,2,1,2,2,10,0
2168,1,1,2,2,11,0
2169,2,1,1,1,2,1
2170,1,1,1,1,19,0
2171,2,2,1,1,3,0
2172,1,1,2,1,16,0
2173,2,2,2,1,7,0
2174,3,1,1,1,2,0
2175,3,2,1,1,1,0
2176,3,2,2,1,12,0
2177,3,1,2,2,19,0
2178,2,2,1,1,19,0
2179,1,2,1,1,1,0
2180,3,2,1,1,7,0
2181,2,1,1,1,20,1
2182,3,1,2,2,2,0
2183,2,2,2,2,13,0
2184,3,1,1,1,13,0
2185,2,1,1,1,18,0
2186,2,1,2,1,12,0
2187,3,1,2,1,11,1
2188,2,2,1,1,11,0
2189,1,2,2,2,12,0
2190,3,1,1,1,20,0
2191,1,1,2,2,4,0
2192,1,1,1,1,13,0
2193,1,1,1,1,15,0
2194,1,2,2,2,17,0
2195,1,2,1,1,10,1
2196,1,2,1,1,4,0
2197,1,2,2,1,7,0
2198,1,2,2,2,14,0
2199,1,1,2,1,16,0
2200,1,1,2,2,17,1
2201,2,2,2,2,12,0
2202,3,2,2,1,11,0
2203,3,1,1,1,16,0
2204,1,2,1,1,17,0
2205,3,1,1,1,13,0
2206,2,1,2,2,17,0
2207,3,2,2,1,1,0
2208,3,2,1,1,5,0
2209,3,2,1,1,7,0
2210,2,1,2,2,11,0
2211,1,1,2,1,12,0
2212,1,1,2,1,12,0
2213,3,1,1,1,18,0
2214,2,1,2,1,7,0
2215,1,1,2,2,3,0
2216,1,2,2,2,14,0
2217,2,1,2,2,19,0
2218,3,1,2,2,15,0
2219,3,2,2,2,10,0
2220,3,1,2,2,13,0
2221,1,2,2,2,20,0
2222,1,2,2,2,10,0
2223,3,2,1,1,1,0
2224,1,2,1,1,2,0
2225,2,2,1,1,16,0
2226,3,1,2,2,13,0
2227,3,1,1,1,11,0
2228,2,1,2,1,2,0
2229,3,2,2,2,1,0
2230,1,2,2,2,10,0
2231,2,1,2,1,20,0
2232,3,2,1,1,17,0
2233,1,2,1,1,9,0
2234,1,1,1,1,1,0
2235,2,2,1,1,2,0
2236,3,1,2,1,20,0
2237,2,2,1,1,12,0
2238,3,1,2,1,16,0
2239,3,2,1,1,8,0
2240,3,2,2,2,19,0
2241,1,2,2,1,8,0
2242,2,2,2,2,15,1
2243,2,1,1,1,15,0
2244,2,2,2,2,1,0
2245,1,1,2,2,17,0
2246,3,1,1,1,12,0
2247,2,2,2,1,13,0
2248,1,2,2,2,17,0
2249,3,2,1,1,2,0
2250,2,1,2,1,5,0
2251,3,2,1,1,19,0
2252,2,1,1,1,20,0
2253,3,1,2,1,11,0
2254,1,2,1,1,20,0
2255,1,1,1,1,5,0
2256,2,2,1,1,2,0
2257,1,2,1,1,8,0
2258,3,1,2,2,18,1
2259,1,2,2,2,7,1
2260,3,2,2,1,16,0
2261,3,2,1,1,8,0
2262,1,1,2,2,10,0
2263,1,1,2,2,5,1
2264,3,2,2,2,20,0
2265,1,2,1,1,7,1
2266,1,1,2,2,12,0
2267,3,1,1,1,8,0
2268,3,2,1,1,19,0
2269,2,2,1,1,19,0
2270,2,1,2,1,10,0
2271,2,1,2,2,5,0
2272,1,1,1,1,13,0
2273,3,1,2,2,18,0
2274,2,1,2,1,19,0
2275,3,2,1,1,8,0
2276,2,1,2,2,1,0
2277,2,2,2,2,4,0
2278,3,1,2,2,2,0
2279,3,2,2,2,17,0
2280,3,1,2,1,15,0
2281,2,1,1,1,12,0
2282,3,1,1,1,14,0
2283,1,1,2,1,3,0
2284,2,1,1,1,7,0
2285,1,2,2,1,1,0
2286,2,1,2,2,12,0
2287,1,1,1,1,17,1
2288,1,1,1,1,20,0
2289,3,1,2,1,11,0
2290,2,1,1,1,6,0
2291,3,2,2,2,2,0
2292,1,1,1,1,7,0
2293,1,1,2,1,18,0
2294,1,1,2,2,11,0
2295,1,1,2,1,19,0
2296,2,2,2,2,5,0
2297,3,2,2,2,10,0
2298,2,1,2,1,11,0
2299,3,1,2,1,15,0
2300,2,1,2,1,6,1
2301,1,2,1,1,4,0
2302,3,1,2,2,2,1
2303,2,2,1,1,2,0
2304,2,1,2,1,20,0
2305,1,1,1,1,14,0
2306,3,1,2,1,1,0
2307,2,2,2,1,19,0
2308,1,1,2,1,12,0
2309,3,2,1,1,15,0
2310,1,2,2,2,4,0
2311,3,2,1,1,13,0
2312,2,1,1,1,5,0
2313,3,2,1,1,9,0
2314,2,1,2,1,12,1
2315,2,2,1,1,14,0
2316,1,1,1,1,17,0
2317,1,2,2,1,13,0
2318,3,1,2,2,5,0
2319,3,2,1,1,12,1
2320,3,2,2,1,10,0
2321,3,2,2,2,15,0
2322,2,1,2,1,8,0
2323,2,2,2,1,1,0
2324,1,2,2,2,17,1
2325,2,1,1,1,9,0
2326,1,2,1,1,8,0
2327,3,2,1,1,6,0
2328,1,1,1,1,12,0
2329,2,1,1,1,3,0
2330,2,2,1,1,17,0
2331,2,2,1,1,8,0
2332,2,2,1,1,15,0
2333,3,2,2,2,17,0
2334,2,2,2,1,12,0
2335,1,1,2,2,7,0
2336,2,1,1,1,5,0
2337,3,2,2,2,10,0
2338,3,2,1,1,11,0
2339,3,2,2,1,2,0
2340,2,1,2,1,13,0
2341,1,1,2,2,15,0
2342,1,1,2,2,14,0
2343,1,1,1,1,14,0
2344,3,1,1,1,16,0
2345,2,1,1,1,13,0
2346,1,2,1,1,14,0
2347,1,1,2,2,1,0
2348,3,1,2,1,7,0
2349,1,2,1,1,7,0
2350,2,1,2,2,20,0
2351,3,2,2,1,19,0
2352,1,2,1,1,1,0
2353,3,2,1,1,17,0
2354,2,1,1,1,7,0
2355,1,2,2,1,15,0
2356,1,1,1,1,3,0
2357,1,2,2,1,9,0
2358,2,2,1,1,6,0
2359,2,1,1,1,2,0
2360,2,1,2,2,12,0
2361,1,1,2,2,7,0
2362,1,2,2,2,3,0
2363,3,1,1,1,6,0
2364,2,1,2,2,18,0
2365,2,2,2,1,16,0
2366,3,1,1,1,6,0
2367,3,2,2,1,6,0
2368,3,1,1,1,12,1
2369,1,2,1,1,2,0
2370,2,2,2,2,3,0
2371,1,1,1,1,4,0
2372,3,2,2,2,1,0
2373,2,1,1,1,5,0
2374,3,1,1,1,14,0
2375,3,1,1,1,11,0
2376,1,1,2,2,20,0
2377,1,1,1,1,13,1
2378,1,2,2,2,4,0
2379,2,2,1,1,5,1
2380,1,2,1,1,14,0
2381,3,1,1,1,9,0
2382,3,2,2,2,2,1
2383,2,1,1,1,14,0
2384,2,2,2,2,6,0
2385,2,2,2,1,8,0
2386,3,2,1,1,20,0
2387,2,1,1,1,14,0
2388,1,1,2,1,13,1
2389,2,2,1,1,13,0
2390,2,2,1,1,8,0
2391,2,1,2,1,12,0
2392,3,1,2,1,2,0
2393,2,1,2,2,19,0
2394,1,1,1,1,3,0
2395,3,2,2,1,10,1
2396,3,1,1,1,18,0
2397,3,1,2,1,10,0
2398,3,1,1,1,1,0
2399,2,2,1,1,14,1
2400,3,2,2,1,2,0
2401,3,2,2,2,7,0
2402,2,1,1,1,4,0
2403,3,1,2,2,11,0
2404,3,2,2,1,19,0
2405,2,2,2,2,14,0
2406,2,2,2,1,10,0
2407,2,1,1,1,19,0
2408,2,2,1,1,13,0
2409,1,2,2,1,4,0
2410,1,1,1,1,16,0
2411,3,1,2,2,6,0
2412,3,2,2,2,6,0
2413,1,1,1,1,12,0
2414,3,2,2,1,14,0
2415,3,2,1,1,13,0
2416,3,2,2,1,12,0
2417,2,1,1,1,14,0
2418,3,1,1,1,1,0
2419,2,2,1,1,2,0
2420,3,2,2,2,12,0
2421,2,1,2,1,14,0
2422,3,2,2,2,6,0
2423,1,1,1,1,7,0
2424,2,1,2,1,10,0
2425,1,2,2,2,13,0
2426,3,1,1,1,15,0
2427,2,1,1,1,1,0
2428,1,2,2,1,14,0
2429,2,2,2,1,20,0
2430,3,2,2,1,17,0
2431,3,1,2,1,11,0
2432,2,2,2,1,19,0
2433,1,2,1,1,2,1
2434,1,2,2,2,2,0
2435,2,2,1,1,6,0
2436,3,2,1,1,3,0
2437,1,2,1,1,8,0
2438,3,2,1,1,9,0
2439,1,2,1,1,2,1
2440,1,2,2,1,9,1
2441,1,2,2,1,16,0
2442,2,2,1,1,5,0
2443,3,2,1,1,1,0
2444,1,2,2,1,2,0
2445,2,2,1,1,16,0
2446,1,1,1,1,4,0
2447,3,1,1,1,16,0
2448,2,2,1,1,2,0
2449,3,2,1,1,7,0
2450,2,1,1,1,14,0
2451,2,1,2,2,3,0
2452,2,2,1,1,20,0
2453,1,1,1,1,9,0
2454,1,2,2,2,20,0
2455,2,1,2,1,12,1
2456,3,2,2,2,2,1
2457,1,2,2,2,17,0
2458,1,2,2,1,9,0
2459,1,1,1,1,14,0
2460,2,2,2,1,17,0
2461,1,1,2,2,12,0
2462,3,2,1,1,16,0
2463,2,1,1,1,5,0
2464,3,1,1,1,18,0
2465,2,2,1,1,11,0
2466,2,1,1,1,20,0
2467,1,2,1,1,8,0
2468,1,1,1,1,16,0
2469,1,2,2,1,7,0
2470,2,1,2,1,14,0
2471,2,1,2,2,7,0
2472,3,1,2,2,14,0
2473,2,2,2,2,19,0
2474,3,2,1,1,18,0
2475,3,1,1,1,2,0
2476,2,1,1,1,20,0
2477,3,1,2,1,1,0
2478,1,2,2,1,13,0
2479,1,2,2,1,16,0
2480,1,1,2,1,5,0
2481,2,2,2,2,20,0
2482,3,2,1,1,13,0
2483,1,1,1,1,2,0
2484,2,2,2,1,5,0
2485,2,2,1,1,6,1
2486,2,1,1,1,2,0
2487,2,1,2,2,2,0
2488,1,1,2,1,5,0
2489,1,1,1,1,2,0
2490,3,1,1,1,19,0
2491,2,2,2,2,4,0
2492,2,2,1,1,20,1
2493,2,1,1,1,5,0
2494,3,1,2,2,9,0
2495,2,2,2,2,3,1
2496,2,2,1,1,4,0
2497,1,2,2,2,19,0
2498,3,2,1,1,13,0
2499,3,1,2,1,5,0
2500,1,2,1,1,13,0
2501,3,2,2,2,5,0
2502,1,2,1,1,7,0
2503,1,2,2,1,18,0
2504,2,2,1,1,11,0
2505,1,1,1,1,1,0
2506,2,2,2,1,2,0
2507,1,2,1,1,13,0
2508,3,1,1,1,6,0
2509,2,1,1,1,18,0
2510,2,1,1,1,20,0
2511,1,1,1,1,17,0
2512,1,2,1,1,1,0
2513,1,1,1,1,16,0
2514,2,2,1,1,9,1
2515,1,2,1,1,19,0
2516,2,1,1,1,16,0
2517,1,2,2,1,5,0
2518,1,2,1,1,13,0
2519,2,2,1,1,2,1
2520,3,2,2,2,11,0
2521,2,2,2,2,20,1
2522,3,1,2,2,6,0
2523,1,2,2,1,1,0
2524,1,2,1,1,6,0
2525,1,2,1,1,8,1
2526,1,1,2,1,7,0
2527,1,2,1,1,2,0
2528,3,1,1,1,16,0
2529,2,2,1,1,13,1
2530,3,2,1,1,3,0
2531,3,2,2,1,18,1
2532,3,2,1,1,4,0
2533,3,2,2,1,8,0
2534,2,2,2,2,14,1
2535,1,1,1,1,15,0
2536,3,2,2,1,9,0
2537,2,2,2,2,9,0
2538,3,2,1,1,4,0
2539,3,2,1,1,20,0
2540,3,2,1,1,9,0
2541,3,1,2,2,8,0
2542,3,1,2,2,9,0
2543,3,1,1,1,7,0
2544,1,2,1,1,15,0
2545,1,2,2,1,11,0
2546,2,2,1,1,15,0
2547,3,2,2,2,1,0
2548,3,2,1,1,1,0
2549,3,2,2,2,10,1
2550,3,2,1,1,20,1
2551,1,1,1,1,19,0
2552,1,1,1,1,5,0
2553,1,1,2,1,10,0
2554,2,2,2,2,10,0
2555,1,2,2,2,15,1
2556,2,2,1,1,6,0
2557,2,1,1,1,10,0
2558,1,1,2,2,3,0
2559,1,1,1,1,5,0
2560,2,1,1,1,3,0
2561,2,1,2,2,11,0
2562,3,1,2,1,1,0
2563,3,2,1,1,17,0
2564,2,2,1,1,10,0
2565,1,1,2,1,1,0
2566,3,2,1,1,14,0
2567,2,2,2,2,14,0
2568,3,1,1,1,12,0
2569,1,2,2,1,6,0
2570,1,1,2,1,18,1
2571,3,1,1,1,15,1
2572,3,2,2,2,9,0
2573,2,1,1,1,1,0
2574,2,2,2,1,10,0
2575,1,2,1,1,3,0
2576,1,1,2,1,15,0
2577,2,2,2,2,14,1
2578,2,2,2,2,4,0
2579,1,2,2,2,8,0
2580,1,1,2,1,13,0
2581,3,1,2,2,6,0
2582,1,2,2,1,8,1
2583,2,1,2,2,16,0
2584,2,1,2,1,2,0
2585,3,2,1,1,18,1
2586,3,1,1,1,10,0
2587,1,1,1,1,14,1
2588,2,1,1,1,3,0
2589,3,2,2,1,19,0
2590,3,2,2,2,3,0
2591,1,1,1,1,19,0
2592,1,2,1,1,10,0
2593,3,1,2,2,8,0
2594,1,1,1,1,1,0
2595,2,1,2,2,5,1
2596,1,2,1,1,17,1
2597,2,1,2,1,7,0
2598,3,2,2,2,8,0
2599,1,1,1,1,4,0
2600,1,1,2,2,18,1
2601,1,1,2,2,4,0
2602,3,1,1,1,19,1
2603,3,1,1,1,15,0
2604,2,1,1,1,8,0
2605,3,2,1,1,19,1
2606,3,1,1,1,5,0
2607,2,2,2,1,15,0
2608,1,1,2,2,12,0
2609,3,2,2,2,13,0
2610,3,2,2,1,2,0
2611,3,1,1,1,7,0
2612,3,1,2,2,8,0
2613,1,2,1,1,14,0
2614,1,1,1,1,8,0
2615,3,2,2,1,20,1
2616,1,1,1,1,20,0
2617,1,2,1,1,7,0
2618,1,1,2,2,12,0
2619,1,2,2,1,7,0
2620,2,2,2,2,14,0
2621,1,1,2,1,4,0
2622,2,1,2,1,20,0
2623,3,1,1,1,7,0
2624,2,1,2,1,1,0
2625,1,1,1,1,4,0
2626,1,2,2,2,6,0
2627,2,2,2,1,15,0
2628,3,1,1,1,8,0
2629,3,1,2,1,12,0
2630,3,2,2,1,9,0
2631,3,2,1,1,5,1
2632,1,2,2,2,14,0
2633,2,2,1,1,8,0
2634,1,1,2,1,3,0
2635,1,2,1,1,2,0
2636,1,1,1,1,14,0
2637,1,1,2,1,18,0
2638,2,1,1,1,11,1
2639,2,1,2,1,14,0
2640,1,1,1,1,2,1
2641,3,2,1,1,5,0
2642,3,1,1,1,12,0
2643,3,2,1,1,20,0
2644,3,1,1,1,9,0
2645,1,2,2,1,19,0
2646,1,2,2,1,15,0
2647,3,2,2,1,2,0
2648,1,1,1,1,19,0
2649,3,1,1,1,9,0
2650,1,1,1,1,16,0
2651,2,1,1,1,2,1
2652,3,1,2,1,6,0
2653,1,1,2,2,3,0
2654,2,2,2,1,8,0
2655,1,1,1,1,19,0
2656,1,1,1,1,19,0
2657,1,2,1,1,1,0
2658,3,2,1,1,16,0
2659,2,2,2,1,13,1
2660,3,2,1,1,1,0
2661,1,1,1,1,9,0
2662,1,2,1,1,9,0
2663,3,2,2,2,20,0
2664,2,2,2,1,20,0
2665,2,1,2,1,8,1
2666,2,2,2,2,4,0
2667,3,1,1,1,12,0
2668,3,1,1,1,6,0
2669,2,2,1,1,6,1
2670,3,1,2,2,11,0
2671,2,2,2,2,12,0
2672,1,1,1,1,20,0
2673,1,2,1,1,7,0
2674,1,2,2,2,5,1
2675,1,2,1,1,6,0
2676,3,2,2,2,11,0
2677,2,2,1,1,18,1
2678,2,1,2,2,1,0
2679,2,2,2,2,5,0
2680,1,1,2,2,6,0
2681,2,1,2,2,19,0
2682,3,2,2,1,11,0
2683,2,2,2,2,18,0
2684,1,2,2,1,6,0
2685,3,1,2,1,17,0
2686,2,1,2,1,17,0
2687,1,2,1,1,16,0
2688,3,2,2,1,3,0
2689,3,2,2,1,5,0
2690,1,2,2,2,7,1
2691,1,2,1,1,14,1
2692,2,2,1,1,3,0
2693,1,1,2,1,4,0
2694,2,2,1,1,15,0
2695,2,2,2,1,2,1
2696,3,2,1,1,7,0
2697,1,2,1,1,16,1
2698,2,2,1,1,16,1
2699,3,1,1,1,13,0
2700,3,1,1,1,1,1
2701,3,2,1,1,15,0
2702,1,2,1,1,4,0
2703,3,1,1,1,18,0
2704,1,2,1,1,13,0
2705,3,2,1,1,14,1
2706,2,2,2,2,1,0
2707,1,2,2,2,8,1
2708,1,2,2,2,14,0
2709,3,2,1,1,7,0
2710,3,1,1,1,13,0
2711,2,1,2,1,2,1
2712,3,2,2,1,3,0
2713,2,1,1,1,18,1
2714,2,2,2,1,16,0
2715,2,1,2,2,4,0
2716,3,2,2,1,1,0
2717,3,2,1,1,4,0
2718,2,1,2,1,2,1
2719,1,2,2,1,2,1
2720,2,2,1,1,12,0
2721,2,2,1,1,3,0
2722,2,1,1,1,13,0
2723,3,1,1,1,20,0
2724,2,2,2,2,6,0
2725,1,2,1,1,12,0
2726,2,2,1,1,4,0
2727,1,2,2,2,12,0
2728,1,1,1,1,2,0
2729,3,1,1,1,11,0
2730,3,2,1,1,14,0
2731,3,2,2,2,4,0
2732,1,2,2,1,13,0
2733,1,1,2,1,20,0
2734,1,1,1,1,3,1
2735,3,1,2,2,12,0
2736,3,2,2,1,10,0
2737,3,2,2,2,3,1
2738,1,1,1,1,9,1
2739,1,1,1,1,3,0
2740,3,1,1,1,13,0
2741,3,1,2,2,3,0
2742,3,2,2,2,13,0
2743,2,2,1,1,13,0
2744,1,2,2,1,14,0
2745,3,1,1,1,5,0
2746,2,2,2,2,20,0
2747,1,2,1,1,3,0
2748,2,2,1,1,2,0
2749,2,2,1,1,3,0
2750,2,1,2,2,17,0
2751,3,1,1,1,13,1
2752,2,1,1,1,20,0
2753,3,2,1,1,14,0
2754,2,2,2,2,18,0
2755,2,2,2,1,7,0
2756,1,1,1,1,12,0
2757,1,1,1,1,10,0
2758,2,2,2,1,11,0
2759,2,2,1,1,2,0
2760,1,2,2,2,14,0
2761,2,2,1,1,12,0
2762,1,2,1,1,3,1
2763,3,1,2,1,19,0
2764,2,1,2,1,6,0
2765,3,1,1,1,10,0
2766,2,2,2,1,14,0
2767,1,1,2,2,7,0
2768,1,1,1,1,16,0
2769,3,2,2,1,1,0
2770,3,2,1,1,11,0
2771,3,1,1,1,10,0
2772,2,2,1,1,1,0
2773,3,2,1,1,7,0
2774,2,2,2,1,12,0
2775,3,2,1,1,11,0
2776,1,1,1,1,17,0
2777,3,2,2,1,19,0
2778,3,1,1,1,8,1
2779,2,2,2,2,1,0
2780,3,2,2,1,19,0
2781,3,1,1,1,3,1
2782,3,1,2,1,2,1
2783,3,1,2,2,13,0
2784,2,1,2,1,14,0
2785,3,1,1,1,4,0
2786,3,1,2,2,15,1
2787,1,1,1,1,3,0
2788,2,2,1,1,17,1
2789,1,1,2,2,17,0
2790,1,2,2,2,15,0
2791,2,1,2,1,5,0
2792,1,1,2,2,12,0
2793,3,2,1,1,13,1
2794,3,1,1,1,12,0
2795,1,2,2,2,13,0
2796,1,1,2,2,15,1
2797,1,1,1,1,17,0
2798,3,1,2,1,1,0
2799,3,1,2,2,15,0
2800,2,1,1,1,13,0
2801,1,1,1,1,16,0
2802,3,1,2,2,19,0
2803,3,1,1,1,13,0
2804,2,2,2,1,17,0
2805,1,2,2,2,6,0
2806,3,2,1,1,15,0
2807,2,1,1,1,20,0
2808,2,1,1,1,17,0
2809,1,1,1,1,20,1
2810,3,1,2,2,8,0
2811,2,2,2,1,7,0
2812,3,2,1,1,2,0
2813,2,1,2,2,11,0
2814,2,2,1,1,11,0
2815,3,2,1,1,10,0
2816,1,2,2,1,2,1
2817,3,2,2,1,8,1
2818,3,1,1,1,8,0
2819,1,1,2,2,13,0
2820,2,2,1,1,18,0
2821,1,2,1,1,12,0
2822,1,2,1,1,14,0
2823,3,2,1,1,8,0
2824,1,1,1,1,18,0
2825,2,2,1,1,20,1
2826,1,2,2,1,1,0
2827,3,1,2,2,13,0
2828,3,1,1,1,9,0
2829,1,1,1,1,15,0
2830,3,1,1,1,1,0
2831,2,2,2,1,18,0
2832,1,2,1,1,9,0
2833,1,2,1,1,5,0
2834,2,1,2,1,1,0
2835,3,2,1,1,16,0
2836,2,2,2,1,1,0
2837,2,1,1,1,14,0
2838,2,1,2,1,20,0
2839,1,1,2,1,5,0
2840,1,2,1,1,18,0
2841,2,2,2,1,1,0
2842,1,1,1,1,20,0
2843,2,2,1,1,5,0
2844,2,2,1,1,14,0
2845,2,1,2,2,10,0
2846,3,2,1,1,20,0
2847,3,1,2,1,10,0
2848,3,1,1,1,11,0
2849,2,1,1,1,12,0
2850,1,2,2,2,7,0
2851,1,2,2,2,9,1
2852,2,1,1,1,5,0
2853,1,1,2,2,4,0
2854,3,2,1,1,4,0
2855,3,2,2,2,10,0
2856,2,2,1,1,3,0
2857,1,1,2,1,4,0
2858,2,2,1,1,11,0
2859,3,1,2,1,10,0
2860,2,2,1,1,1,0
2861,2,2,2,2,9,0
