custid,veh,house,selfemp,account,deposit,emp,address,branch,ref
1377,2,2,1,1,2,9,1,1,2
1378,2,2,2,1,2,6,10,1,1
1379,2,1,2,1,2,10,9,2,1
1380,2,2,1,1,2,17,5,2,2
1381,1,1,2,2,2,8,3,1,2
1382,2,1,1,1,2,4,1,1,1
1383,1,2,2,1,1,1,18,2,1
1384,1,1,2,2,1,1,2,2,1
1385,1,2,2,2,2,18,11,1,1
1386,2,2,2,2,2,8,5,1,2
1387,2,1,1,2,1,2,5,1,1
1388,2,1,2,1,1,10,1,1,2
1389,1,1,2,2,1,12,13,1,1
1390,1,1,1,1,1,4,2,2,2
1391,2,1,1,2,1,1,6,1,1
1392,2,1,2,1,1,31,9,2,1
1393,1,2,2,2,1,1,27,1,1
1394,1,1,1,1,1,1,2,2,2
1395,1,1,2,2,1,7,2,2,2
1396,1,2,1,2,2,7,16,1,1
1397,1,1,2,2,1,6,4,2,2
1398,1,2,1,1,1,15,4,2,2
1399,2,1,2,2,1,19,23,1,2
1400,1,2,2,1,1,13,15,1,2
1401,2,1,1,1,2,17,12,2,1
1402,1,1,1,1,2,11,6,1,1
1403,2,1,1,1,1,15,14,2,2
1404,1,2,1,2,1,16,15,1,2
1405,2,2,1,1,2,2,1,2,1
1406,2,2,1,2,1,6,5,1,1
1407,2,1,2,1,1,21,10,2,2
1408,1,2,1,1,2,13,12,1,1
1409,2,2,2,1,1,3,4,2,2
1410,1,2,2,1,2,0,14,1,2
1411,1,1,2,1,1,1,2,2,2
1412,1,1,2,1,1,5,1,2,1
1413,2,2,2,2,1,24,15,1,2
1414,2,1,2,2,1,7,10,2,2
1415,2,1,1,2,1,23,15,2,1
1416,2,1,1,1,1,10,6,2,1
1417,1,1,1,2,1,14,6,2,1
1418,2,1,2,2,2,24,19,1,1
1419,1,1,1,1,1,7,10,2,2
1420,2,1,2,1,1,1,21,2,1
1421,2,1,2,2,2,22,4,2,2
1422,1,2,1,2,1,18,21,1,2
1423,1,1,1,1,1,3,7,2,1
1424,1,1,1,2,1,8,6,1,1
1425,2,2,2,1,1,1,3,2,2
1426,2,2,1,2,2,1,3,1,2
1427,1,1,2,2,1,10,27,2,1
1428,2,1,2,1,2,26,22,1,2
1429,1,2,2,1,1,12,8,1,1
1430,2,2,1,1,2,2,2,1,2
1431,2,1,1,2,1,3,16,1,1
1432,1,1,1,2,1,2,11,2,2
1433,2,2,2,1,1,2,7,1,1
1434,1,2,2,1,1,9,4,2,1
1435,2,2,2,2,1,9,2,2,1
1436,2,1,2,1,1,6,7,1,1
1437,2,2,2,1,1,10,5,2,1
1438,1,1,2,2,1,12,2,1,1
1439,2,2,1,2,2,2,9,2,2
1440,2,1,2,1,1,23,6,1,2
1441,1,2,2,1,1,8,2,2,1
1442,2,1,1,2,2,18,3,2,1
1443,1,2,1,2,1,8,24,2,1
1444,1,1,1,2,2,19,5,1,2
1445,2,2,1,1,2,1,1,2,1
1446,2,1,2,1,1,1,2,2,2
1447,1,2,1,1,1,14,15,2,2
1448,1,1,1,1,2,5,2,2,1
1449,2,2,2,1,1,0,3,2,2
1450,1,1,1,2,1,18,3,1,1
1451,2,2,1,2,1,3,12,1,1
1452,1,2,1,2,1,1,13,2,1
1453,1,1,1,1,2,16,18,1,2
1454,1,2,1,2,1,3,19,1,2
1455,2,2,2,1,2,3,3,2,1
1456,2,2,1,1,2,1,3,1,2
1457,1,1,1,2,2,9,2,1,1
1458,2,1,2,1,2,16,13,1,2
1459,2,2,1,1,1,19,6,2,2
1460,1,1,1,2,1,11,20,2,2
1461,1,1,2,1,1,9,11,2,1
1462,1,1,2,1,2,14,2,1,1
1463,1,2,2,1,2,4,1,1,1
1464,2,2,1,1,2,4,9,2,2
1465,2,2,1,2,2,5,7,2,1
1466,1,2,1,1,2,11,6,2,2
1467,1,2,1,1,2,2,3,1,1
1468,1,2,1,2,2,19,8,2,1
1469,2,2,2,2,2,9,3,2,1
1470,1,2,2,1,2,2,2,1,2
1471,1,2,1,2,2,4,9,1,2
1472,2,1,2,1,1,6,10,2,1
1473,2,2,1,1,2,27,21,2,2
1474,1,1,2,1,2,1,6,1,1
1475,1,2,1,1,1,13,11,1,1
1476,2,1,2,2,1,14,25,1,2
1477,1,1,1,1,1,3,1,2,1
1478,2,1,1,1,2,1,10,2,2
1479,2,1,2,1,1,15,3,1,2
1480,1,1,2,1,1,15,10,2,1
1481,1,1,2,2,1,5,3,2,2
1482,2,1,1,2,1,11,13,2,2
1483,2,2,2,1,1,7,4,2,1
1484,2,2,2,2,1,4,16,2,2
1485,2,1,2,1,1,4,4,1,2
1486,1,1,2,1,2,10,16,1,2
1487,1,2,2,1,1,5,4,1,1
1488,1,2,2,1,1,6,17,2,2
1489,2,1,2,2,2,12,12,1,1
1490,2,2,1,2,2,0,1,2,2
1491,2,1,2,2,2,4,10,1,2
1492,1,1,1,1,2,2,7,1,1
1493,1,1,2,2,2,5,5,2,2
1494,1,1,1,1,1,1,7,2,1
1495,2,1,2,2,1,3,0,1,1
1496,1,1,2,1,1,17,7,1,2
1497,2,2,2,1,2,13,0,1,2
1498,2,1,2,1,1,14,8,2,1
1499,2,2,2,2,2,5,9,2,2
1500,1,2,2,1,2,5,6,2,2
1501,2,1,1,1,2,23,9,1,1
1502,2,1,1,2,1,7,10,1,2
1503,1,1,2,2,2,8,7,2,2
1504,1,1,2,1,1,21,12,2,1
1505,1,1,2,1,2,22,17,1,1
1506,2,2,2,2,1,9,17,2,1
1507,1,2,2,2,1,10,18,1,1
1508,2,1,2,1,2,5,8,1,2
1509,1,2,1,1,2,13,14,2,1
1510,2,1,2,1,1,10,13,1,1
1511,2,2,1,1,1,3,5,1,2
1512,2,1,2,1,1,7,1,1,2
1513,1,1,1,2,1,1,3,1,1
1514,1,1,2,1,1,13,11,2,2
1515,2,1,2,2,1,17,26,1,1
1516,2,1,1,2,2,4,7,2,2
1517,2,1,2,2,1,9,9,2,1
1518,1,1,1,1,1,16,16,1,2
1519,2,2,2,2,1,0,4,1,2
1520,1,2,1,1,2,2,0,2,2
1521,1,1,2,2,2,12,20,1,2
1522,1,2,1,2,1,3,1,1,2
1523,1,2,2,1,1,7,3,2,1
1524,2,1,2,2,2,3,5,2,1
1525,2,1,1,2,1,5,9,1,1
1526,1,1,1,2,2,7,11,2,1
1527,2,2,2,2,2,8,3,1,1
1528,1,2,1,1,1,10,4,2,1
1529,1,2,2,2,1,6,1,2,1
1530,1,2,1,1,2,19,2,1,1
1531,2,2,1,2,2,2,8,2,1
1532,2,1,1,2,1,5,10,1,1
1533,1,2,2,1,2,19,20,1,2
1534,1,2,2,2,1,17,20,1,2
1535,1,1,1,2,2,8,2,2,2
1536,2,1,1,1,2,7,8,1,2
1537,2,2,1,2,2,2,0,1,1
1538,1,2,1,2,2,14,2,1,2
1539,2,2,1,2,1,8,10,2,2
1540,1,1,2,1,1,5,4,1,2
1541,1,2,1,1,2,1,3,2,2
1542,1,1,2,2,1,9,7,2,2
1543,1,2,2,2,1,17,22,1,1
1544,1,1,1,1,1,12,9,1,2
1545,1,2,1,2,1,17,17,1,1
1546,2,2,1,1,2,5,3,2,2
1547,1,2,2,1,2,2,4,1,2
1548,2,2,1,2,2,3,8,1,2
1549,2,1,1,1,1,11,2,2,1
1550,1,2,2,1,2,9,5,2,1
1551,2,1,2,2,1,15,14,2,1
1552,2,1,2,1,1,14,24,1,1
1553,2,2,1,2,1,4,10,1,2
1554,2,2,2,1,2,9,6,1,1
1555,1,1,1,1,1,4,6,1,1
1556,1,2,2,2,1,14,3,2,2
1557,2,2,1,2,1,13,12,2,2
1558,1,2,1,2,1,9,3,1,2
1559,1,2,1,2,1,9,5,1,2
1560,2,1,1,1,2,10,5,2,1
1561,1,2,1,2,1,5,1,1,1
1562,1,1,2,1,2,5,10,1,2
1563,1,2,1,1,1,3,2,1,2
1564,2,2,1,1,1,9,6,1,1
1565,2,1,1,1,2,2,8,1,1
1566,2,2,2,1,2,13,11,1,1
1567,2,1,2,2,2,4,2,2,1
1568,2,1,2,2,2,4,10,2,2
1569,2,2,2,2,1,15,3,2,1
1570,1,2,2,2,1,17,9,1,1
1571,1,2,2,2,1,8,9,2,2
1572,2,2,2,1,2,5,10,1,2
1573,1,1,1,1,2,2,1,1,2
1574,2,1,1,1,1,14,8,2,1
1575,2,2,2,1,1,7,15,1,2
1576,2,1,2,2,2,6,0,2,2
1577,2,1,1,2,1,1,2,2,2
1578,1,2,1,1,2,8,2,2,2
1579,1,2,2,1,2,14,5,2,1
1580,1,2,2,1,2,3,15,2,1
1581,1,2,2,2,1,13,11,2,2
1582,2,1,1,2,1,9,19,1,1
1583,2,1,1,2,2,16,22,2,2
1584,2,2,2,2,1,10,7,1,2
1585,1,1,2,1,2,1,7,1,2
1586,1,1,2,1,1,14,10,2,2
1587,1,1,1,2,2,15,21,2,2
1588,2,1,1,2,1,11,8,1,1
1589,2,2,1,2,2,1,4,2,1
1590,2,2,1,2,2,20,2,2,1
1591,1,1,1,1,2,5,4,2,2
1592,1,1,1,2,1,1,9,2,1
1593,1,2,2,2,2,11,1,1,2
1594,1,2,2,2,2,1,6,2,2
1595,1,1,2,2,1,13,3,1,1
1596,1,1,2,1,2,5,0,1,2
1597,1,2,1,2,2,2,1,2,2
1598,2,1,1,2,2,9,11,1,2
1599,2,2,2,1,1,9,28,2,2
1600,1,1,2,1,2,7,6,1,1
1601,2,2,2,2,2,3,8,2,2
1602,1,2,2,2,1,9,10,1,1
1603,1,1,2,2,1,4,24,1,1
1604,2,1,1,1,2,1,17,2,2
1605,1,1,2,1,1,8,1,1,2
1606,2,2,2,2,1,18,11,2,2
1607,1,1,1,1,2,8,6,2,1
1608,2,1,2,2,2,6,7,1,1
1609,2,2,2,1,1,15,12,2,2
1610,2,1,2,2,1,7,1,1,1
1611,2,2,2,2,1,17,7,2,1
1612,1,1,1,1,1,5,3,2,2
1613,1,2,1,1,2,2,11,2,1
1614,1,2,1,2,2,6,4,2,1
1615,2,1,1,1,1,17,3,1,2
1616,2,1,1,1,1,12,8,1,2
1617,1,1,1,1,1,14,26,2,1
1618,1,1,2,1,1,21,22,2,2
1619,1,1,1,1,1,8,8,1,2
1620,2,2,1,1,1,1,6,1,1
1621,2,1,2,1,2,11,6,1,2
1622,1,1,1,2,1,1,28,1,1
1623,1,2,2,1,1,18,26,1,1
1624,2,2,1,2,2,5,7,1,2
1625,2,1,1,1,1,10,6,2,2
1626,1,2,2,1,2,6,2,2,2
1627,1,2,2,2,1,11,8,1,1
1628,1,1,1,2,1,5,7,1,1
1629,2,2,1,2,1,0,4,2,2
1630,2,1,2,1,2,8,3,2,1
1631,1,1,2,1,2,9,10,1,1
1632,2,1,2,1,2,4,11,2,2
1633,2,2,2,1,2,9,17,1,1
1634,1,1,1,1,2,6,2,2,1
1635,2,1,1,1,1,12,9,2,2
1636,2,2,2,2,1,7,0,1,1
1637,2,2,1,2,1,5,4,2,2
1638,1,1,1,1,1,2,12,1,2
1639,1,1,1,1,1,11,5,2,1
1640,1,1,2,2,2,7,19,1,2
1641,2,2,2,2,1,4,5,1,2
1642,2,2,1,2,2,11,12,1,1
1643,1,2,2,1,2,8,10,1,2
1644,2,1,1,1,1,21,21,1,1
1645,1,2,2,2,1,3,5,2,2
1646,2,2,2,1,2,12,4,1,1
1647,2,1,1,2,2,16,16,1,2
1648,2,1,2,2,1,6,3,1,1
1649,2,1,2,2,1,15,11,2,2
1650,2,2,1,1,2,11,16,2,2
1651,2,1,1,1,1,23,17,2,2
1652,2,1,1,2,2,14,3,2,1
1653,2,1,2,2,1,13,3,2,2
1654,2,2,1,1,2,1,2,1,2
1655,2,1,1,1,2,5,13,2,1
1656,1,2,1,2,1,20,1,1,2
1657,1,2,2,2,1,18,19,1,2
1658,2,1,1,1,2,3,14,2,1
1659,1,2,1,2,2,17,25,2,2
1660,1,2,1,1,1,11,2,2,1
1661,2,2,1,2,2,16,2,1,1
1662,1,1,1,2,1,8,7,1,1
1663,2,2,1,2,2,8,8,1,2
1664,2,1,1,1,1,10,12,1,1
1665,2,1,2,2,1,10,7,2,2
1666,1,1,2,2,2,7,1,2,2
1667,2,2,2,1,1,0,2,2,1
1668,2,1,2,2,2,10,8,2,1
1669,1,2,1,2,1,2,9,2,1
1670,2,1,2,2,2,20,17,1,1
1671,1,1,2,2,2,22,23,1,2
1672,2,1,2,2,1,4,2,2,2
1673,1,2,1,1,2,6,5,1,1
1674,2,2,2,2,1,17,10,2,1
1675,1,2,2,2,1,6,7,2,1
1676,2,2,1,1,2,1,1,1,2
1677,2,2,2,1,2,3,7,1,1
1678,2,1,2,2,1,15,1,1,2
1679,1,1,1,2,2,0,11,1,1
1680,2,1,2,1,1,14,1,2,2
1681,1,2,1,1,1,11,6,1,2
1682,2,2,1,2,1,16,2,2,1
1683,2,2,2,1,1,8,3,2,1
1684,2,1,1,1,1,1,7,1,1
1685,2,1,2,1,1,10,1,1,1
1686,1,2,2,2,1,9,17,2,1
1687,1,1,1,2,2,11,7,1,1
1688,2,2,1,2,1,2,17,2,2
1689,1,1,2,1,2,17,15,2,2
1690,1,1,1,2,2,12,5,1,1
1691,1,2,2,2,1,3,4,2,1
1692,1,2,2,2,2,10,8,1,1
1693,2,2,2,2,1,20,25,2,2
1694,1,2,2,1,2,5,2,2,1
1695,1,2,2,2,1,10,12,1,2
1696,1,2,1,1,2,10,14,1,1
1697,1,1,2,2,1,3,2,1,2
1698,2,2,1,1,1,1,10,2,2
1699,1,2,2,1,2,4,6,2,1
1700,1,2,1,1,1,20,2,2,2
1701,1,2,2,2,2,29,18,1,2
1702,2,2,1,1,2,6,24,2,2
1703,2,1,2,1,2,23,19,2,2
1704,2,2,2,1,2,7,3,2,2
1705,2,1,1,2,1,5,1,2,1
1706,1,1,2,1,1,9,5,2,2
1707,2,2,2,1,2,12,12,1,1
1708,1,1,2,2,1,16,20,2,1
1709,2,1,1,1,2,10,1,1,1
1710,1,2,1,2,1,4,20,2,1
1711,2,1,2,2,1,19,15,2,1
1712,1,1,2,2,1,18,9,1,2
1713,2,1,1,1,2,3,0,2,2
1714,1,2,1,2,1,6,10,1,2
1715,2,1,1,1,2,2,7,2,1
1716,2,1,2,2,1,5,16,1,1
1717,2,2,2,1,1,17,5,2,2
1718,1,2,1,2,2,1,3,2,2
1719,1,1,2,1,2,5,15,1,2
1720,1,1,2,2,2,4,1,1,2
1721,1,2,2,1,1,8,4,2,2
1722,2,1,2,2,2,3,5,2,2
1723,2,2,1,1,1,16,23,1,2
1724,1,2,2,1,2,1,8,2,1
1725,1,1,2,2,1,6,13,2,2
1726,2,2,2,1,1,26,13,1,2
1727,1,2,2,2,1,12,7,1,1
1728,1,1,1,1,1,2,4,1,2
1729,1,1,1,1,2,1,8,2,1
1730,1,2,1,1,1,8,6,2,1
1731,1,1,1,2,1,1,1,2,2
1732,1,2,1,1,2,3,3,1,1
1733,2,1,1,2,1,2,4,1,1
1734,1,2,2,1,2,1,5,1,1
1735,2,1,2,1,1,17,10,2,2
1736,1,1,1,1,2,12,2,1,2
1737,1,1,1,2,2,8,17,2,1
1738,2,2,1,1,1,20,12,2,1
1739,1,2,2,1,1,7,8,1,1
1740,2,2,2,2,1,5,3,1,2
1741,1,1,2,2,2,7,20,2,2
1742,1,2,2,1,1,5,9,2,2
1743,2,2,2,2,2,15,19,1,1
1744,2,1,1,2,2,5,3,1,2
1745,2,2,2,1,2,19,5,2,2
1746,2,2,2,1,1,0,9,2,2
1747,2,2,1,2,2,3,0,1,2
1748,1,2,1,2,1,11,13,2,2
1749,2,2,2,2,2,3,8,2,2
1750,1,1,2,2,1,2,2,2,1
1751,2,1,2,1,1,8,22,1,2
1752,2,2,1,1,2,1,3,2,2
1753,1,1,1,1,2,11,8,2,2
1754,1,2,2,1,1,6,13,1,1
1755,1,1,2,1,2,18,7,2,2
1756,1,2,2,1,2,7,7,2,2
1757,1,1,1,2,2,3,15,1,2
1758,2,1,2,1,1,0,2,1,1
1759,2,2,2,1,2,10,10,1,1
1760,1,1,1,2,1,0,1,2,1
1761,1,2,1,1,2,14,8,1,1
1762,2,1,1,2,1,14,3,2,2
1763,2,2,1,1,1,6,8,1,2
1764,2,1,2,2,2,2,22,1,2
1765,1,2,1,2,2,0,19,2,1
1766,1,2,2,2,1,3,14,1,2
1767,2,2,1,1,1,6,13,1,2
1768,1,1,2,1,1,18,9,1,1
1769,1,2,1,1,1,18,10,1,1
1770,1,1,1,1,1,22,5,2,1
1771,2,2,2,2,2,14,11,2,2
1772,2,2,2,2,2,8,5,2,1
1773,2,1,1,2,1,9,11,1,1
1774,2,1,2,1,2,14,9,2,2
1775,2,1,2,2,1,20,18,2,2
1776,2,2,1,2,2,1,5,2,1
1777,1,2,1,1,2,7,15,1,1
1778,1,1,1,1,1,2,0,2,2
1779,1,2,1,2,2,16,2,2,2
1780,1,2,1,2,2,10,7,1,2
1781,2,1,1,2,1,12,8,2,2
1782,2,2,2,1,2,14,21,1,2
1783,1,1,2,1,1,3,12,1,1
1784,1,2,2,2,1,3,3,1,2
1785,1,2,1,1,1,9,1,1,2
1786,1,1,1,2,2,3,12,1,1
1787,1,2,2,1,1,8,3,2,1
1788,1,1,1,2,1,16,0,2,1
1789,1,1,2,2,2,8,11,1,2
1790,1,1,2,1,1,14,8,1,1
1791,1,2,2,2,2,22,4,1,1
1792,1,1,2,2,2,2,6,1,1
1793,2,2,2,2,1,3,14,1,2
1794,2,2,1,2,1,6,30,2,1
1795,1,1,2,1,2,10,2,1,1
1796,1,2,2,1,2,5,6,1,2
1797,2,1,1,1,1,14,8,1,2
1798,1,1,2,2,1,12,5,2,2
1799,1,1,2,1,2,1,8,1,2
1800,1,2,2,1,1,2,3,2,2
1801,1,1,1,1,1,0,5,1,1
1802,1,1,1,2,1,5,14,2,1
1803,1,2,1,1,2,5,3,2,2
1804,2,2,1,1,2,0,9,1,2
1805,2,2,1,2,1,18,11,1,2
1806,1,1,1,2,2,16,14,1,2
1807,1,1,1,1,2,13,3,2,1
1808,2,2,2,1,2,0,9,2,1
1809,1,1,1,1,1,14,12,2,2
1810,1,1,2,1,2,10,5,2,1
1811,2,1,1,2,1,21,27,2,1
1812,1,2,2,2,1,22,24,1,2
1813,2,1,2,1,1,15,18,1,2
1814,1,1,2,2,2,0,6,1,2
1815,2,1,2,2,2,1,8,1,1
1816,1,2,1,1,2,8,4,1,1
1817,2,1,1,1,1,2,1,1,1
1818,1,2,1,2,1,5,3,2,2
1819,2,2,1,2,1,11,4,1,2
1820,1,2,2,1,2,19,7,1,1
1821,2,1,1,1,2,2,15,1,1
1822,1,1,1,1,2,17,10,1,2
1823,2,1,2,1,1,3,7,1,1
1824,2,2,2,1,2,9,8,2,2
1825,1,1,2,2,2,0,4,1,2
1826,1,2,1,2,2,9,1,2,2
1827,1,1,2,1,1,1,1,1,2
1828,2,2,2,2,2,17,7,2,2
1829,2,2,1,1,2,3,1,1,2
1830,1,2,1,2,2,21,2,2,2
1831,1,1,1,1,1,12,6,1,2
1832,1,1,1,1,2,12,5,1,2
1833,1,2,1,2,2,10,5,2,2
1834,2,2,1,2,2,1,9,2,2
1835,1,2,1,2,2,9,17,2,2
1836,1,1,1,1,1,2,3,1,2
1837,1,2,1,1,1,1,6,2,2
1838,1,2,1,1,1,18,15,1,1
1839,2,1,1,1,2,9,2,2,2
1840,2,1,1,1,2,17,13,1,1
1841,2,2,1,2,1,22,2,2,1
1842,2,2,2,1,2,11,11,1,2
1843,2,2,2,1,1,23,2,1,2
1844,2,1,1,2,2,3,3,2,1
1845,2,1,2,1,1,18,15,1,1
1846,2,2,1,2,1,12,20,1,2
1847,2,1,2,2,1,5,10,2,2
1848,1,2,2,1,1,7,13,1,1
1849,1,1,1,2,2,3,13,2,1
1850,2,1,2,1,1,2,3,2,1
1851,2,2,1,1,2,25,17,1,1
1852,2,1,2,1,2,7,9,1,1
1853,2,2,1,2,2,11,17,1,2
1854,2,1,2,2,1,1,8,2,1
1855,2,1,2,2,2,2,15,2,2
1856,1,2,1,1,2,1,12,1,2
1857,2,1,1,1,2,9,16,1,1
1858,2,1,2,2,1,4,4,1,2
1859,1,1,2,2,2,1,26,2,2
1860,2,2,2,2,2,11,2,2,2
1861,2,1,1,1,2,8,0,2,2
1862,2,2,2,1,2,0,3,1,2
1863,2,1,1,2,1,10,3,1,1
1864,1,1,1,1,1,10,1,2,1
1865,2,2,2,1,1,0,23,1,1
1866,2,1,2,1,2,4,1,2,2
1867,1,1,2,2,2,16,27,1,2
1868,1,2,1,1,1,6,2,1,2
1869,2,1,2,2,2,6,10,1,2
1870,1,1,2,1,1,2,1,1,2
1871,1,2,1,1,1,8,6,1,2
1872,2,1,1,1,1,0,4,2,2
1873,1,1,2,2,2,13,3,1,2
1874,2,1,2,1,1,1,1,2,2
1875,2,1,1,1,2,14,1,1,2
1876,2,2,1,2,2,12,16,2,2
1877,2,2,2,1,2,4,2,1,1
1878,2,1,2,1,1,5,6,1,1
1879,2,2,2,2,1,27,22,1,1
1880,2,2,2,1,1,21,16,2,1
1881,2,2,2,2,2,10,20,1,2
1882,1,2,1,2,1,3,3,1,1
1883,2,1,2,2,1,5,4,1,1
1884,1,1,1,1,2,6,3,2,2
1885,2,1,2,2,1,5,18,1,2
1886,2,1,1,1,2,4,11,1,1
1887,2,2,1,1,1,2,8,1,1
1888,2,1,1,2,2,11,13,2,2
1889,2,1,1,2,2,0,16,1,1
1890,1,1,1,1,1,16,31,2,1
1891,2,2,2,1,1,13,13,2,2
1892,1,1,2,1,2,14,14,2,2
1893,2,1,1,1,2,1,2,1,1
1894,1,1,2,2,1,12,14,2,1
1895,2,1,1,2,1,4,3,1,2
1896,2,1,1,1,2,4,10,2,1
1897,1,1,2,2,1,13,9,2,1
1898,2,1,2,2,1,13,6,1,2
1899,1,1,1,1,2,1,2,1,2
1900,1,1,1,2,2,6,1,1,2
1901,1,1,2,1,2,1,1,1,1
1902,1,2,1,1,2,3,11,1,2
1903,2,1,1,1,2,7,23,2,2
1904,2,1,2,1,1,4,19,1,2
1905,1,1,2,2,1,2,4,1,2
1906,2,2,2,1,2,2,5,2,2
1907,1,2,1,2,1,19,25,2,2
1908,2,2,2,1,2,9,2,1,1
1909,1,2,2,2,1,2,5,2,1
1910,1,1,2,1,2,20,12,1,2
1911,1,1,1,2,1,4,1,2,2
1912,2,2,1,1,2,14,8,2,1
1913,2,1,2,2,2,6,9,1,1
1914,1,1,2,1,2,7,9,1,2
1915,1,1,2,2,2,15,2,1,2
1916,2,2,1,1,1,12,2,1,1
1917,2,1,2,1,1,22,10,1,2
1918,2,1,1,2,2,0,20,2,2
1919,2,2,1,2,2,7,22,2,1
1920,2,1,1,2,2,10,0,1,2
1921,2,1,2,1,2,8,6,1,1
1922,2,2,2,2,1,5,7,2,2
1923,1,1,2,1,2,4,8,1,2
1924,1,1,2,1,2,17,22,1,1
1925,1,1,1,2,1,2,5,2,2
1926,1,2,2,1,2,7,12,2,2
1927,1,2,1,2,2,11,10,1,2
1928,2,2,2,2,2,4,10,1,1
1929,1,1,2,1,2,31,14,2,1
1930,1,2,2,2,2,4,3,2,1
1931,1,1,1,2,1,7,10,2,1
1932,2,1,1,1,1,1,4,2,2
1933,2,1,1,1,2,2,14,2,1
1934,2,1,1,1,1,10,9,1,1
1935,1,2,2,2,1,2,17,2,1
1936,2,1,2,1,2,16,0,2,2
1937,1,1,2,2,1,9,7,2,1
1938,2,1,1,1,1,5,6,1,1
1939,1,2,2,2,1,19,23,2,1
1940,2,2,2,1,2,3,0,1,2
1941,1,1,2,2,2,16,9,2,1
1942,2,2,2,1,2,10,2,2,2
1943,1,2,2,1,1,12,9,2,2
1944,1,2,2,2,1,5,4,2,1
1945,2,1,1,2,1,14,19,2,1
1946,1,1,1,2,2,11,25,1,1
1947,2,2,1,1,2,10,8,2,1
1948,1,1,1,1,2,10,18,1,1
1949,1,1,2,1,2,5,12,2,1
1950,1,2,1,2,2,13,11,1,2
1951,1,2,2,1,1,0,4,1,1
1952,2,2,2,2,1,1,1,1,2
1953,2,2,2,1,2,13,4,1,2
1954,2,2,1,1,1,18,24,2,2
1955,2,1,2,1,2,21,21,2,2
1956,1,2,1,1,1,8,2,2,1
1957,1,1,1,2,1,8,1,2,1
1958,2,2,2,2,2,13,17,1,1
1959,1,1,2,1,2,3,2,2,2
1960,2,2,2,1,2,16,19,2,2
1961,1,1,1,2,1,10,5,2,1
1962,2,1,2,1,2,9,12,1,1
1963,1,2,1,1,2,24,12,1,2
1964,2,2,1,2,2,11,9,1,2
1965,1,2,2,1,1,8,3,2,2
1966,2,2,2,1,1,15,11,1,1
1967,2,1,1,2,2,12,19,1,1
1968,1,1,1,2,2,10,26,1,1
1969,2,2,2,2,2,6,5,1,1
1970,2,2,1,2,1,19,35,2,1
1971,2,1,1,1,2,0,1,2,1
1972,2,1,2,1,1,1,1,2,2
1973,2,1,1,1,1,24,2,1,2
1974,2,1,2,2,1,4,6,2,1
1975,2,2,2,2,1,9,1,1,2
1976,1,1,2,1,2,1,1,2,2
1977,2,2,1,1,2,8,1,2,2
1978,2,2,1,2,2,22,5,2,2
1979,2,1,1,2,2,3,2,2,2
1980,2,2,1,1,2,6,17,1,1
1981,1,1,2,2,1,3,10,1,1
1982,2,1,1,2,2,9,4,1,1
1983,2,1,2,1,1,9,2,1,2
1984,1,2,2,1,2,17,14,1,1
1985,1,1,2,2,2,1,2,1,2
1986,1,1,2,1,1,9,3,1,2
1987,2,1,1,1,2,9,5,1,2
1988,2,1,2,2,2,18,1,2,1
1989,2,1,2,2,2,9,8,1,1
1990,1,2,2,2,2,3,6,1,2
1991,2,1,2,2,2,11,2,1,1
1992,2,2,2,2,2,0,1,1,2
1993,1,2,2,1,2,7,11,1,2
1994,1,1,2,2,1,8,2,1,1
1995,2,2,2,1,2,2,0,2,1
1996,1,2,2,1,2,11,16,2,1
1997,1,2,2,1,1,1,2,1,2
1998,2,1,1,2,2,5,1,1,1
1999,2,2,1,2,1,3,10,1,1
2000,2,2,1,1,2,3,5,2,1
2001,2,1,1,1,2,4,17,2,1
2002,1,1,1,1,2,25,13,1,2
2003,2,1,2,2,1,12,5,1,2
2004,2,1,1,1,1,9,14,2,2
2005,1,1,1,2,2,4,6,2,2
2006,2,2,1,2,2,28,9,2,1
2007,2,1,2,2,1,1,3,1,2
2008,2,2,2,2,1,3,15,2,2
2009,2,2,1,1,2,7,2,1,1
2010,1,2,2,1,1,8,5,2,2
2011,2,1,1,1,2,4,14,2,2
2012,2,2,1,1,2,9,24,2,1
2013,2,1,2,2,1,4,15,2,2
2014,2,1,2,2,1,18,0,1,2
2015,1,2,2,2,1,11,15,1,2
2016,2,1,1,1,2,21,15,2,2
2017,1,1,1,2,1,0,3,1,2
2018,1,2,1,1,1,6,8,1,2
2019,2,2,1,2,1,4,4,2,2
2020,1,1,2,2,1,8,17,2,1
2021,1,1,1,2,2,1,1,2,1
2022,2,2,1,2,1,2,19,1,2
2023,1,2,2,1,2,31,15,1,2
2024,1,1,1,2,2,18,8,1,1
2025,2,1,1,1,1,7,5,1,1
2026,1,1,2,1,2,15,8,1,2
2027,2,1,2,1,2,12,13,1,1
2028,1,1,1,1,2,3,14,1,2
2029,2,1,2,1,2,2,7,1,1
2030,1,2,2,2,2,6,6,1,1
2031,2,1,2,1,2,8,11,2,1
2032,1,1,2,1,2,18,27,2,2
2033,2,2,2,1,2,32,9,2,2
2034,2,2,2,2,2,2,0,2,1
2035,1,1,1,1,1,12,9,1,1
2036,1,2,2,1,1,25,15,2,1
2037,2,2,2,1,2,0,8,1,1
2038,2,2,2,2,2,8,12,1,2
2039,1,2,2,1,1,7,1,2,1
2040,1,2,2,2,2,8,18,2,2
2041,1,2,1,1,1,2,16,1,1
